time,A_1,course,lat,lot,speed,imuAx,imuAy,imuAz,imuCx,imuCy,imuCz,imuGx,imuGy,imuGz,T_1,P,A_2,Time_Data,NH3,CO,NO,C3H8,C4H10,CH4,H2,C2H5OH,T_3,RH,T_2
22:58:13,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.46,-3.59,0.71,0.52,2730.0,79059.0,2044.29,2509.54,0.0002,0.008100000000000001,0.0155,0.0254,0.04019999999999999,0.0124,0.0006,0.0018,26.73,49.97,28.62
22:58:36,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.98,75.88,-3.49,0.69,0.55,2730.0,79066.0,2043.58,2532.845,0.0002,0.0084,0.0155,0.0263,0.041299999999999996,0.013999999999999999,0.0006,0.0018,26.79,50.0,28.87
22:59:00,2145.1,125.1,6.166682,-75.420906,0.0,-0.04,-0.02,0.99,51.27,-33.4,76.17,-3.72,0.72,0.47,2720.0,79071.0,2043.07,2556.759,0.0002,0.0087,0.0155,0.0276,0.0431,0.0158,0.0006,0.0019,26.75,50.0,28.62
22:59:24,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,75.88,-3.72,0.68,0.15,2720.0,79064.0,2043.78,2580.514,0.0002,0.0087,0.0155,0.027200000000000002,0.0425,0.0158,0.0006,0.0019,26.76,49.97,28.75
22:59:47,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-34.28,75.88,-3.49,0.84,0.37,2720.0,79069.0,2043.28,2603.809,0.0002,0.0087,0.0155,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,49.97,28.75
23:00:11,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,0.99,50.68,-33.69,76.76,-3.64,0.67,0.47,2720.0,79056.0,2044.6,2627.724,0.0002,0.0087,0.0155,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.03,28.62
23:00:35,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-33.11,76.17,-3.5,0.66,0.27,2730.0,79067.0,2043.48,2651.478,0.0002,0.0087,0.015700000000000002,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.0,28.87
23:00:58,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.98,75.59,-3.62,1.3,0.6,2720.0,79073.0,2042.87,2674.774,0.0002,0.0087,0.015700000000000002,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.03,28.75
23:01:22,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-33.4,76.46,-3.52,0.82,0.42,2720.0,79065.0,2043.68,2698.705,0.0002,0.0083,0.0158,0.0246,0.0391,0.0134,0.0006,0.0018,26.76,50.0,28.62
23:01:46,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.46,-3.23,0.49,0.28,2730.0,79058.0,2044.39,2722.45,0.0002,0.0084,0.015700000000000002,0.025,0.039599999999999996,0.013999999999999999,0.0006,0.0018,26.73,50.0,28.75
23:02:09,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-33.4,76.17,-3.34,0.85,0.53,2730.0,79072.0,2042.97,2745.741,0.0002,0.0086,0.0158,0.0254,0.04019999999999999,0.0151,0.0006,0.0019,26.76,49.93,28.75
23:02:33,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.69,75.88,-3.51,0.45,0.48,2730.0,79070.0,2043.17,2769.655,0.0002,0.0086,0.0158,0.0259,0.0408,0.0151,0.0006,0.0019,26.78,49.97,28.75
23:02:57,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.86,-33.69,76.17,-3.36,0.66,0.37,2720.0,79068.0,2043.38,2793.409,0.0002,0.0086,0.0158,0.025,0.039599999999999996,0.0151,0.0006,0.0019,26.76,49.97,28.75
23:03:20,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-33.4,76.46,-3.5,0.94,0.49,2720.0,79069.0,2043.28,2816.706,0.0002,0.0086,0.0158,0.0254,0.04019999999999999,0.0151,0.0006,0.0019,26.76,49.9,28.75
23:03:44,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.68,-33.69,76.17,-3.57,0.99,0.66,2720.0,79073.0,2042.87,2840.622,0.0002,0.0087,0.0158,0.0254,0.04019999999999999,0.0158,0.0006,0.0019,26.76,49.9,28.75
23:04:08,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.46,-3.43,0.98,0.55,2730.0,79073.0,2042.87,2864.373,0.0002,0.0087,0.016,0.025,0.039599999999999996,0.0158,0.0006,0.0019,26.78,49.84,28.75
23:04:31,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.4,76.17,-3.34,0.88,0.64,2720.0,79069.0,2043.28,2887.658,0.0002,0.0086,0.016,0.0246,0.0391,0.0151,0.0006,0.0019,26.76,49.81,28.62
23:04:55,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.68,-33.4,75.29,-3.44,0.79,0.61,2730.0,79070.0,2043.17,2911.595,0.0002,0.008199999999999999,0.016,0.023399999999999997,0.0374,0.0129,0.0006,0.0018,26.79,49.84,28.75
23:05:19,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.4,75.88,-3.54,0.86,0.4,2720.0,79075.0,2042.67,2935.326,0.0002,0.0086,0.016,0.0246,0.0391,0.0151,0.0006,0.0019,26.76,49.77,28.75
23:05:42,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.4,76.46,-3.52,0.79,0.64,2720.0,79075.0,2042.67,2958.637,0.0002,0.0086,0.016,0.0242,0.0385,0.0151,0.0006,0.0019,26.79,49.78,28.75
23:06:06,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,0.99,50.98,-33.98,76.46,-3.38,0.69,0.41,2720.0,79067.0,2043.48,2982.563,0.0002,0.0086,0.0161,0.023799999999999998,0.038,0.0151,0.0006,0.0019,26.75,49.81,28.75
23:06:30,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-33.69,76.17,-3.4,0.92,0.31,2720.0,79070.0,2043.17,3006.297,0.0002,0.0086,0.0161,0.023799999999999998,0.038,0.0151,0.0006,0.0019,26.76,49.84,28.62
23:06:53,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,1.0,51.86,-33.69,76.17,-3.55,0.7,0.41,2720.0,79072.0,2042.97,3029.594,0.0002,0.0086,0.0161,0.023799999999999998,0.038,0.0151,0.0006,0.0019,26.73,49.8,28.62
23:07:17,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.56,-33.69,75.88,-3.45,0.63,0.55,2720.0,79075.0,2042.67,3053.521,0.0002,0.0086,0.0163,0.023799999999999998,0.038,0.0151,0.0006,0.0019,26.75,49.77,28.75
23:07:41,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.69,75.88,-3.38,0.93,0.4,2720.0,79073.0,2042.87,3077.26,0.0002,0.0088,0.0163,0.0242,0.0385,0.016399999999999998,0.0006,0.002,26.75,49.84,28.62
23:08:04,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-34.28,75.88,-3.64,0.71,0.5,2720.0,79072.0,2042.97,3100.566,0.0002,0.0088,0.0163,0.0242,0.0385,0.016399999999999998,0.0006,0.002,26.75,49.83,28.75
23:08:28,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,1.0,51.27,-33.69,76.17,-3.46,0.74,0.47,2720.0,79065.0,2043.68,3124.495,0.0002,0.0084,0.0163,0.0226,0.0363,0.013999999999999999,0.0006,0.0018,26.72,49.87,28.62
23:08:52,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.4,75.88,-3.49,1.25,0.61,2720.0,79067.0,2043.48,3148.233,0.0002,0.0087,0.0163,0.023799999999999998,0.038,0.0158,0.0006,0.0019,26.72,49.9,28.75
23:09:15,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.4,75.88,-3.43,0.85,0.4,2720.0,79083.0,2041.85,3171.537,0.0002,0.0087,0.0165,0.023399999999999997,0.0374,0.0158,0.0006,0.0019,26.72,49.83,28.62
23:09:39,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.46,-3.54,0.85,0.47,2720.0,79068.0,2043.38,3195.453,0.0002,0.0088,0.0165,0.023799999999999998,0.038,0.016399999999999998,0.0006,0.002,26.72,49.83,28.75
23:10:03,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,1.0,51.56,-32.81,76.46,-3.36,0.85,0.73,2730.0,79071.0,2043.07,3219.196,0.0002,0.009000000000000001,0.0165,0.0242,0.0385,0.0177,0.0006,0.002,26.73,49.87,28.87
23:10:26,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.69,76.17,-3.3,0.83,0.53,2720.0,79077.0,2042.46,3242.494,0.0002,0.0091,0.0163,0.025,0.039599999999999996,0.0184,0.0007000000000000001,0.002,26.75,49.8,28.62
23:10:50,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,1.0,50.68,-33.11,76.46,-3.25,0.72,0.51,2730.0,79079.0,2042.26,3266.432,0.0002,0.0091,0.0165,0.0246,0.0391,0.0184,0.0007000000000000001,0.002,26.76,49.8,28.75
23:11:14,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.98,76.76,-3.59,0.68,0.39,2720.0,79078.0,2042.36,3290.161,0.0002,0.0091,0.0165,0.0246,0.0391,0.0184,0.0007000000000000001,0.002,26.75,49.83,28.62
23:11:37,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.98,75.29,-3.4,0.8,0.18,2720.0,79081.0,2042.06,3313.47,0.0002,0.009000000000000001,0.0166,0.0242,0.0385,0.0177,0.0006,0.002,26.76,49.8,28.75
23:12:01,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.69,76.46,-3.54,0.71,0.24,2730.0,79079.0,2042.26,3337.384,0.0002,0.0088,0.0166,0.023,0.0369,0.016399999999999998,0.0006,0.002,26.73,49.87,28.75
23:12:25,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.98,76.17,-3.41,1.06,0.43,2720.0,79074.0,2042.77,3361.129,0.0002,0.009000000000000001,0.0166,0.023799999999999998,0.038,0.0177,0.0006,0.002,26.73,49.87,28.75
23:12:48,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.17,-3.69,0.63,0.38,2720.0,79077.0,2042.46,3384.424,0.0002,0.009000000000000001,0.0166,0.023399999999999997,0.0374,0.0177,0.0006,0.002,26.76,49.84,28.62
23:13:12,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.69,76.46,-3.38,0.81,0.76,2730.0,79073.0,2042.87,3408.338,0.0002,0.009000000000000001,0.0166,0.023399999999999997,0.0374,0.0177,0.0006,0.002,26.73,49.83,28.87
23:13:36,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.69,76.76,-3.13,0.69,0.38,2730.0,79075.0,2042.67,3432.083,0.0002,0.0089,0.0168,0.023,0.0369,0.017,0.0006,0.002,26.75,49.84,28.62
23:13:59,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,0.99,50.98,-33.98,75.59,-3.46,0.78,0.53,2720.0,79078.0,2042.36,3455.39,0.0002,0.0089,0.0168,0.023,0.0369,0.017,0.0006,0.002,26.72,49.83,28.62
23:14:23,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.17,-3.37,0.96,0.3,2720.0,79078.0,2042.36,3479.303,0.0002,0.0089,0.0168,0.023,0.0369,0.017,0.0006,0.002,26.73,49.77,28.62
23:14:47,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-34.57,76.17,-3.6,0.98,0.6,2720.0,79083.0,2041.85,3503.057,0.0002,0.0089,0.0168,0.0226,0.0363,0.017,0.0006,0.002,26.73,49.8,28.62
23:15:10,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.69,76.17,-3.43,1.01,0.84,2710.0,79087.0,2041.44,3526.37,0.0002,0.0085,0.0169,0.021099999999999997,0.034300000000000004,0.0146,0.0006,0.0019,26.72,49.74,28.62
23:15:34,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,50.98,-33.98,75.88,-3.4,0.67,0.39,2710.0,79080.0,2042.16,3550.276,0.0002,0.0087,0.0169,0.021400000000000002,0.0348,0.0158,0.0006,0.0019,26.73,49.67,28.62
23:15:58,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.98,76.17,-3.52,0.92,0.44,2720.0,79085.0,2041.65,3574.013,0.0002,0.0089,0.0169,0.0226,0.0363,0.017,0.0006,0.002,26.72,49.7,28.62
23:16:21,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-33.98,75.88,-3.37,0.76,0.71,2710.0,79080.0,2042.16,3597.312,0.0002,0.0088,0.0169,0.0218,0.0353,0.016399999999999998,0.0006,0.002,26.72,49.7,28.62
23:16:45,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.39,-33.4,76.17,-3.36,0.74,0.99,2720.0,79093.0,2040.83,3621.232,0.0002,0.0087,0.0171,0.021400000000000002,0.0348,0.0158,0.0006,0.0019,26.72,49.74,28.62
23:17:09,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-34.28,76.76,-3.38,0.93,0.45,2710.0,79083.0,2041.85,3644.978,0.0002,0.0087,0.0171,0.021400000000000002,0.0348,0.0158,0.0006,0.0019,26.76,49.71,28.62
23:17:32,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-33.69,76.17,-3.5,0.76,0.43,2720.0,79078.0,2042.36,3668.278,0.0002,0.0087,0.0171,0.021099999999999997,0.034300000000000004,0.0158,0.0006,0.0019,26.71,49.7,28.62
23:17:56,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.69,76.17,-3.72,0.58,0.66,2720.0,79088.0,2041.34,3692.198,0.0002,0.0087,0.0171,0.021099999999999997,0.034300000000000004,0.011899999999999999,0.0005,0.0017000000000000001,26.69,49.8,28.62
23:18:20,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,1.0,50.98,-33.69,76.76,-3.36,0.94,0.5,2710.0,79085.0,2041.65,3715.959,0.0002,0.0086,0.0171,0.0207,0.0338,0.0151,0.0006,0.0019,26.68,49.76,28.62
23:18:43,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.98,75.88,-3.59,0.99,0.75,2720.0,79084.0,2041.75,3739.258,0.0002,0.0083,0.0172,0.0196,0.0323,0.0134,0.0006,0.0018,26.72,49.7,28.62
23:19:07,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,1.0,51.27,-33.4,76.17,-3.51,1.09,0.23,2720.0,79075.0,2042.67,3763.179,0.0002,0.0086,0.0172,0.0207,0.0338,0.0151,0.0006,0.0019,26.72,49.74,28.62
23:19:31,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.86,-33.4,75.88,-3.59,0.64,0.69,2730.0,79089.0,2041.24,3786.927,0.0002,0.0086,0.0172,0.0207,0.0338,0.0151,0.0006,0.0019,26.72,49.77,28.75
23:19:54,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.11,76.17,-3.42,0.63,0.31,2720.0,79086.0,2041.55,3810.212,0.0002,0.0086,0.0172,0.0203,0.0333,0.0151,0.0006,0.0019,26.71,49.73,28.75
23:20:18,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-33.4,76.46,-3.68,0.8,0.27,2720.0,79079.0,2042.26,3834.135,0.0002,0.0085,0.0172,0.02,0.032799999999999996,0.0146,0.0006,0.0019,26.71,49.73,28.62
23:20:42,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.69,76.76,-3.36,1.01,0.48,2720.0,79090.0,2041.14,3857.883,0.0002,0.0085,0.0174,0.02,0.032799999999999996,0.0146,0.0006,0.0019,26.69,49.7,28.75
23:21:05,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-33.4,76.46,-3.49,0.77,0.5,2720.0,79078.0,2042.36,3881.183,0.0002,0.0086,0.0174,0.02,0.032799999999999996,0.0151,0.0006,0.0019,26.73,49.64,28.75
23:21:29,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.69,75.88,-3.64,0.89,0.43,2710.0,79089.0,2041.24,3905.099,0.0002,0.0086,0.0174,0.02,0.032799999999999996,0.0151,0.0006,0.0019,26.69,49.64,28.75
23:21:53,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,75.88,-3.58,1.07,0.47,2720.0,79083.0,2041.85,3928.854,0.0002,0.0086,0.0174,0.02,0.032799999999999996,0.0151,0.0006,0.0019,26.69,49.67,28.75
23:22:16,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-33.4,76.17,-3.39,0.63,0.46,2710.0,79079.0,2042.26,3952.138,0.0002,0.0083,0.0176,0.0189,0.0313,0.0134,0.0006,0.0018,26.68,49.67,28.62
23:22:40,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.4,76.17,-3.43,0.72,0.52,2720.0,79088.0,2041.34,3976.065,0.0002,0.0086,0.0174,0.0196,0.0323,0.0151,0.0006,0.0019,26.65,49.73,28.62
23:23:04,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,0.99,50.98,-33.11,76.17,-3.65,0.94,0.55,2720.0,79087.0,2041.44,3999.818,0.0002,0.0087,0.0176,0.0203,0.0333,0.0158,0.0006,0.0019,26.68,49.76,28.62
23:23:27,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.46,-3.4,0.88,0.61,2720.0,79088.0,2041.34,4023.116,0.0002,0.0086,0.0176,0.0196,0.0323,0.0151,0.0006,0.0019,26.69,49.6,28.75
23:23:51,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-34.28,76.17,-3.61,0.75,0.17,2720.0,79097.0,2040.43,4047.03,0.0002,0.0087,0.0176,0.02,0.032799999999999996,0.0158,0.0006,0.0019,26.69,49.54,28.62
23:24:15,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.56,-33.69,76.46,-3.45,0.72,0.59,2720.0,79078.0,2042.36,4070.776,0.0002,0.0088,0.0176,0.02,0.032799999999999996,0.016399999999999998,0.0006,0.002,26.69,49.57,28.62
23:24:38,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,50.98,-33.69,75.88,-3.28,0.71,0.49,2710.0,79088.0,2041.34,4094.072,0.0002,0.009000000000000001,0.0176,0.0207,0.0338,0.0177,0.0006,0.002,26.71,49.67,28.62
23:25:02,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.69,76.17,-3.35,0.68,0.4,2710.0,79088.0,2041.34,4117.992,0.0002,0.009000000000000001,0.0176,0.0207,0.0338,0.0177,0.0006,0.002,26.72,49.64,28.75
23:25:26,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.68,-33.98,75.59,-3.38,1.08,0.5,2720.0,79090.0,2041.14,4141.739,0.0002,0.0089,0.0176,0.0207,0.0338,0.017,0.0006,0.002,26.69,49.54,28.62
23:25:49,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.4,76.46,-3.63,0.59,0.78,2720.0,79093.0,2040.83,4165.039,0.0002,0.0088,0.0177,0.0196,0.0323,0.016399999999999998,0.0006,0.002,26.72,49.51,28.62
23:26:13,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.98,51.27,-33.98,76.17,-3.41,0.93,0.42,2720.0,79083.0,2041.85,4188.968,0.0002,0.0089,0.0177,0.0203,0.0333,0.017,0.0006,0.002,26.71,49.57,28.75
23:26:37,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,75.88,-3.41,0.85,0.82,2710.0,79079.0,2042.26,4212.709,0.0002,0.0089,0.0177,0.0203,0.0333,0.017,0.0006,0.002,26.69,49.57,28.62
23:27:00,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.4,75.88,-3.27,0.65,0.89,2710.0,79088.0,2041.34,4236.011,0.0002,0.0089,0.0177,0.02,0.032799999999999996,0.017,0.0006,0.002,26.68,49.6,28.62
23:27:24,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.56,-33.69,76.46,-3.46,0.74,0.72,2720.0,79091.0,2041.04,4259.932,0.0002,0.0089,0.0177,0.02,0.032799999999999996,0.017,0.0006,0.002,26.68,49.64,28.62
23:27:48,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.17,-3.56,0.56,0.63,2720.0,79097.0,2040.43,4283.669,0.0002,0.0089,0.0179,0.02,0.032799999999999996,0.017,0.0006,0.002,26.69,49.64,28.62
23:28:11,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,1.0,50.98,-34.28,75.88,-3.51,0.82,0.58,2720.0,79092.0,2040.94,4306.977,0.0002,0.0089,0.0179,0.0196,0.0323,0.017,0.0006,0.002,26.72,49.64,28.62
23:28:35,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.04,0.98,51.27,-33.69,75.88,-3.54,0.79,0.68,2710.0,79088.0,2041.34,4330.891,0.0002,0.0088,0.0179,0.0196,0.0323,0.016399999999999998,0.0006,0.002,26.69,49.57,28.62
23:28:59,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-33.98,76.17,-3.55,0.71,0.51,2730.0,79091.0,2041.04,4354.632,0.0002,0.0085,0.018000000000000002,0.0183,0.0304,0.0146,0.0006,0.0019,26.69,49.64,28.87
23:29:22,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.46,-3.41,0.77,0.31,2710.0,79093.0,2040.83,4377.936,0.0002,0.0088,0.0179,0.0189,0.0313,0.016399999999999998,0.0006,0.002,26.68,49.63,28.62
23:29:46,2145.1,125.1,6.166682,-75.420906,0.0,-0.01,0.05,0.98,50.39,-33.4,77.64,37.56,3.91,0.93,2710.0,79095.0,2040.63,4401.842,0.0002,0.009000000000000001,0.0179,0.0196,0.0323,0.0177,0.0006,0.002,26.69,49.6,28.75
23:30:10,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,1.0,50.68,-33.98,76.76,-3.5,0.67,0.49,2720.0,79078.0,2042.36,4425.604,0.0002,0.009000000000000001,0.0179,0.02,0.032799999999999996,0.0177,0.0006,0.002,26.69,49.63,28.75
23:30:33,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.4,76.17,-3.59,0.82,0.82,2720.0,79092.0,2040.94,4448.91,0.0002,0.009000000000000001,0.0179,0.0196,0.0323,0.0177,0.0006,0.002,26.69,49.64,28.75
23:30:57,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-33.4,76.17,-3.46,1.03,0.39,2730.0,79091.0,2041.04,4472.825,0.0002,0.009000000000000001,0.0179,0.02,0.032799999999999996,0.0177,0.0006,0.002,26.73,49.54,28.87
23:31:21,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.56,-33.98,76.17,-3.62,0.99,0.59,2730.0,79092.0,2040.94,4496.566,0.0002,0.0091,0.0179,0.02,0.032799999999999996,0.0184,0.0007000000000000001,0.002,26.73,49.48,28.75
